"GTExN7MScountsPUBLISHED","GTExN7MScountsREPROCESSED","GTExNFK9countsPUBLISHED","GTExNFK9countsREPROCESSED","GTExO5YTcountsPUBLISHED","GTExO5YTcountsREPROCESSED"
0,0,0,0,2,2
0,0,0,6,0,0
1,1,2,1,0,0
0,0,0,0,0,0
0,0,0,0,2,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,8,4,0,0
0,0,0,0,0,0
116,57,59,32,104,53
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,3,0,0,0,0
6,3,2,1,28,16
0,1,0,0,0,0
4,20,1,4,7,9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,7,18
0,0,0,0,0,0
0,0,8,4,0,0
3,11,1,3,12,8
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,4,45,35,207,173
0,0,0,0,1,0
0,0,0,0,0,0
0,2,0,0,1,1
9,6,17,12,48,45
0,1,0,0,2,3
6,5,0,1,0,8
3,3,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,3,10,6,47,26
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,2,0,2
0,0,0,0,0,0
0,0,0,0,0,0
4,5,0,4,7,32
0,0,0,0,0,0
6,3,2,4,2,1
4,9,0,5,10,11
0,0,0,0,0,0
0,0,0,0,0,0
66,38,50,25,338,190
0,0,0,0,0,0
0,0,0,0,0,0
4,2,0,1,2,2
0,0,3,6,3,0
0,5,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
8,6,2,2,8,4
0,0,0,0,0,0
0,0,0,0,0,0
21,11,41,21,118,68
0,0,0,0,0,0
0,0,0,0,0,0
4,2,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,5
1,0,0,0,0,0
0,0,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,5,3,6,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
7,5,2,1,4,2
4,3,0,0,9,11
0,0,0,0,0,0
321,178,9,7,244,147
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,5,4,2,2
0,0,0,0,0,0
0,0,1,0,0,3
0,0,0,0,0,1
22,17,42,24,12,15
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
109,86,33,20,644,530
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
15,12,17,18,54,58
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
2,3,1,3,11,13
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,11
0,0,3,2,0,0
15,5,8,4,12,6
4,2,0,1,14,9
2,1,0,0,0,0
0,0,0,0,1,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
9,7,2,2,16,8
0,0,0,0,1,0
0,0,0,0,0,1
0,0,2,2,1,0
1,0,0,0,4,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
2,1,18,10,66,38
0,0,2,1,2,6
0,1,8,5,1,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
2,1,0,0,31,21
0,1,0,0,0,0
0,0,10,7,46,25
0,0,0,0,0,0
1,1,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
40,47,11,14,4,4
0,0,4,2,0,0
5,4,0,0,0,0
2867,0,2115,0,673,0
0,0,0,0,2,1
0,0,0,0,0,0
6,6,4,4,0,7
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,2,0,4,0
2,1,3,1,0,0
0,0,0,0,0,0
0,2,0,7,0,2
7,10,7,4,8,6
0,0,0,0,0,0
0,16,0,2,0,19
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,13,0,2,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,3,1
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
8,4,2,2,4,3
4,3,12,9,0,1
0,0,0,0,0,0
29,17,11,8,84,45
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,1,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,2,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,8,5
0,0,0,0,0,0
1,1,8,4,0,0
0,0,0,0,0,1
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
143,81,843,497,1813,1040
0,0,0,0,0,0
0,0,0,0,0,0
1969,1076,2058,1174,11449,6291
0,0,0,0,0,0
2,1,0,0,16,8
0,0,0,0,0,0
0,0,12,6,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,3,8,4,0,0
0,0,0,0,0,0
4,4,0,0,1,1
4,3,0,0,0,0
0,0,0,0,0,0
12,6,94,53,94,56
3,2,6,4,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
4,2,10,5,6,3
1,1,2,1,1,2
0,0,0,0,1,1
0,1,0,0,0,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,3,0
25,34,12,13,0,2
0,1,0,2,0,0
0,1,0,0,0,2
0,0,0,0,0,0
10,0,0,0,1,0
2,1,9,6,14,7
0,0,0,0,0,0
9,5,6,3,0,0
2,3,1,1,1,3
0,0,1,0,0,0
0,21,0,1,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,2,4,0,1,1
0,0,0,0,0,0
2,1,10,7,2,1
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,8,5
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
2,1,7,10,23,17
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,3,2
0,0,0,0,0,0
0,0,1,1,0,1
4,8,12,7,7,11
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
10,5,26,14,33,22
0,0,0,0,0,1
0,0,0,0,8,4
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
0,1,1,0,0,1
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,2
0,0,0,0,0,0
31,25,19,13,91,81
3,2,0,0,5,5
0,0,0,0,0,0
80,57,0,2,9,10
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,2,12,22
0,0,0,0,0,0
7,8,18,12,0,7
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,2,0,0,0,0
8,8,1,1,24,12
0,0,0,0,0,0
8,4,0,0,2,3
0,0,0,0,0,0
0,0,34,20,0,0
0,0,0,0,0,0
6,4,0,0,0,0
2,2,8,6,0,1
0,1,2,1,0,0
0,0,0,0,0,0
98,1,162,1,276,3
2,2,0,1,0,3
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,2,15,8,83,47
1,8,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
1,2,0,0,0,0
0,5,0,0,0,0
0,0,0,0,0,0
4,2,9,6,3,2
0,0,0,0,2,0
0,3,0,0,2,4
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
222,122,70,40,441,240
1,3,0,1,0,1
2,3,2,3,3,3
0,0,0,0,0,0
0,25,0,0,3,7
4,2,0,1,4,3
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
2,2,0,0,4,5
0,1,0,0,0,0
0,3,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,1,0,1
0,0,0,0,0,0
22,18,3,5,13,13
0,0,0,0,0,0
2,1,0,1,2,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
32,21,0,0,18,10
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,2
0,0,0,0,0,0
0,0,0,1,0,0
24,19,0,0,0,0
0,0,0,0,0,0
9,5,0,0,0,0
0,0,0,0,0,0
2,1,0,0,3,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,6,5
0,0,12,12,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,5,0,0,2,1
1,2,0,0,0,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,3,3,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
84,14,24,0,46,6
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
4,3,4,2,6,7
0,0,0,0,0,0
31,19,12,8,0,0
5,2,2,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,6,6,1,1
0,0,0,0,0,0
0,0,0,0,3,2
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,2,14,14,29,24
0,0,0,0,0,0
0,0,0,0,5,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,2,0,0,1,6
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
35,22,22,12,103,58
2,1,3,2,14,8
34,19,7,3,6,3
0,0,0,0,0,0
6,4,2,4,6,3
2,0,0,0,4,0
0,0,0,0,0,1
2,2,1,2,45,35
35,13,131,63,8,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,8,4
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,1,0,17,10
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,1,3,7,31,20
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,2,0,2
0,0,0,0,0,0
0,0,0,0,0,0
24,17,12,8,124,65
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,1
0,0,0,0,0,0
0,0,4,5,0,1
0,0,0,0,0,0
0,0,0,0,5,6
0,0,0,0,0,0
0,0,0,0,0,0
2,2,11,7,12,6
0,0,0,0,0,0
54,30,43,28,402,227
0,0,0,0,0,0
28,15,30,16,116,71
0,0,2,0,0,0
0,0,0,0,0,0
10,6,8,3,34,20
0,0,0,0,0,0
0,1,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,1
1,1,0,0,0,0
11,12,0,0,5,10
0,0,0,0,0,0
0,0,0,0,0,0
7,12,6,3,0,1
10,6,8,4,10,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,1
4,3,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,5,3,2,33,19
0,0,0,0,0,0
0,47,0,0,0,1
9,7,10,5,2,1
0,2,0,0,0,0
0,0,1,0,1,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,2
0,0,0,0,0,0
3,2,0,1,0,0
0,0,0,0,0,0
0,1,1,1,0,0
0,0,0,0,0,0
2,1,0,1,0,0
18,38,5,13,25,30
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,3,0
54,34,24,12,5,3
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,1,13,15,24,18
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,1
0,1,0,0,0,0
0,0,0,0,0,0
54,34,0,1,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7,5,3,3,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,1,0,5,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,4,0,0,0,0
0,0,0,0,0,0
2,2,0,1,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,6,3
0,0,0,0,0,0
13,7,0,0,0,0
2,1,0,0,2,2
0,0,0,0,0,0
7,16,0,1,0,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,7,14,7,1,1
4,2,10,5,43,29
0,2,0,0,2,2
2,1,0,0,0,0
0,0,0,0,0,0
0,1,0,0,8,4
6,3,4,2,44,24
0,0,0,0,0,0
16,9,28,18,70,35
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,0,0,0,0
0,0,0,0,0,0
1,3,0,0,0,0
0,0,12,7,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
24,18,4,5,7,5
0,0,0,0,4,2
0,0,0,0,0,0
0,0,0,0,6,6
2,1,10,5,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
2,1,2,1,14,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,4,2,0,0
5,7,0,0,4,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7,7,12,7,6,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,2,0,1,0,0
1,1,0,0,0,0
0,0,8,4,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
9,12,0,0,0,0
2,1,0,0,0,1
0,0,0,0,0,0
0,0,0,1,0,1
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,3,1,0,4,5
26,16,8,2,185,62
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
4,2,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
2,2,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,3,2,2,7,4
2,2,0,0,0,0
0,0,0,0,0,0
4,2,8,5,9,10
0,0,0,0,0,0
9,8,13,4,10,5
0,0,0,0,0,0
0,1,0,0,0,0
3,3,5,3,7,7
0,0,0,0,0,0
0,0,0,0,0,0
4,3,11,9,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,2,0,0,0,0
0,5,0,0,0,0
101,56,31,17,120,62
2,1,0,0,1,1
7,4,8,7,51,12
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,8,5
0,0,0,0,0,0
0,0,0,0,0,0
8,3,1,0,10,5
0,0,0,0,0,0
1,0,14,6,9,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,4,2
0,0,0,0,0,0
0,0,0,0,0,0
12,7,6,4,72,38
1,2,4,6,15,47
0,0,0,0,0,0
6,3,0,0,24,13
4,3,2,1,6,5
2,4,0,1,0,0
0,0,2,1,0,0
0,0,0,0,0,0
80,24,14,4,21,2
0,0,14,8,3,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,3,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,6,3,0,0
0,0,0,0,0,0
0,6,0,0,0,1
0,0,0,0,0,0
1,1,0,0,0,0
1,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
5,2,6,4,12,8
0,0,0,0,0,0
3,4,0,0,3,0
12,38,9,22,17,26
98,54,17,12,17,4
9,17,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
4,2,8,4,11,8
0,1,0,2,0,0
2,2,0,0,0,0
0,0,0,0,0,0
3,2,0,0,7,6
35,23,6,10,44,35
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,2,0,0,0,0
2,2,0,0,2,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,14,14
0,0,2,2,2,1
0,0,0,0,0,0
0,1,4,4,7,8
0,0,0,0,0,1
0,0,0,0,2,0
0,3,0,0,0,10
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
4,4,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,6,4,1,7,0
2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,4,2,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
2,4,0,0,40,32
0,0,0,0,0,0
2,1,0,0,3,0
0,0,0,0,0,0
0,0,0,0,0,0
55,41,9,8,38,21
0,0,0,0,0,0
3,1,0,0,1,0
6,3,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
25,14,9,6,0,0
0,0,0,0,0,2
0,1,0,0,0,0
4,2,0,0,72,47
0,1,0,0,13,8
58,36,88,47,188,102
16,10,17,13,46,35
0,0,0,0,0,0
0,0,0,0,0,0
3,2,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
3,3,18,10,8,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
37,20,33,14,3,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,3,0,0,2,5
0,0,0,0,1,2
0,0,0,0,0,0
6,6,15,9,7,4
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,1,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7,0,10,3,7,2
13,0,20,0,5,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,3,0,1,0,11
0,0,0,0,0,0
0,0,0,0,0,0
0,1,2,1,0,0
5,5,5,6,0,0
1,3,1,4,10,6
258,179,138,84,303,166
2,1,6,3,0,0
0,1,0,3,0,0
6,3,2,2,0,0
0,0,0,2,0,0
10,0,9,0,10,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
1,2,2,3,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,7,0,0,4,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
9,6,8,4,1,1
0,1,0,0,0,0
0,0,0,0,0,0
4,2,0,0,0,0
0,0,1,1,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,3,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,3,4,4,0,2
6,3,35,21,69,40
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,1
0,0,0,0,0,0
0,0,0,0,6,3
0,0,0,1,0,0
0,0,0,0,0,0
25,15,14,10,10,15
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,3,3,3,3
0,0,0,0,0,0
0,0,0,1,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,1
5,4,2,5,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,3,8,4,0,0
2,1,6,3,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,1,0,0,0,0
156,99,614,383,12,10
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,2,0,0,0,0
23,17,1,0,0,0
0,0,0,0,0,0
7,0,4,0,15,0
0,3,0,0,0,0
0,3,0,2,0,5
22,13,8,8,20,11
0,0,0,0,0,0
0,0,0,0,0,0
9,5,13,10,0,1
4,3,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
50,35,196,155,250,231
0,0,0,0,0,0
0,0,0,0,0,0
82,58,33,21,47,28
0,1,0,0,0,0
21,11,24,18,9,8
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,1,10,0,12,7
0,1,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
6,4,2,3,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
53,108,67,117,557,1084
0,0,0,0,0,0
0,0,0,0,0,0
2,3,7,4,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
13,9,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,5,2,18,0,0
26,16,8,6,24,15
1,2,0,0,4,0
0,0,0,0,0,1
13,7,0,0,19,10
0,0,0,0,0,0
15,0,33,0,21,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,1
2,2,0,0,12,6
0,0,4,3,734,396
0,1,0,0,0,1
57,25,47,19,259,118
2,3,0,0,7,0
749,438,980,553,1958,1159
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
18,12,12,14,179,168
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,0
28,17,8,5,13,11
18,9,22,11,12,7
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,1
1,0,20,10,1,0
0,0,0,0,0,0
0,0,2,1,1,0
0,0,0,0,0,0
4,2,2,4,0,1
0,0,0,0,0,0
0,0,0,0,0,0
4,4,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
36,19,71,41,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,3,0,1,4,2
17,10,10,6,0,2
1,1,0,0,6,4
0,0,0,0,0,0
0,0,0,1,1,1
0,0,0,0,0,0
3,0,0,0,2,1
